#ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
WHITEJO01,1972,Jo,White,east,N,1,18,6,NULL,NULL,5,5,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
WHITEJO01,1976,Jo,Jo,east,N,1,15,10,NULL,NULL,1,2,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
WICKSSI01,1974,Sidney,Wicks,west,N,1,23,16,NULL,NULL,9,1,NULL,NULL,NULL,NULL,19,7,3,2,NULL,NULL
WICKSSI01,1973,Sidney,Wicks,west,N,1,24,16,NULL,NULL,1,1,NULL,NULL,NULL,NULL,6,5,10,6,NULL,NULL
WICKSSI01,1972,Sidney,Wicks,west,N,1,24,13,NULL,NULL,5,1,NULL,NULL,NULL,NULL,10,4,5,5,NULL,NULL
WICKSSI01,1971,Sidney,Wicks,west,N,1,10,4,NULL,NULL,2,0,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
WILKEJA01,1975,Jamaal,Wilkes,west,N,1,14,8,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
WILKEJA01,1982,Jamaal,Wilkes,west,N,1,15,10,NULL,NULL,2,2,NULL,NULL,NULL,NULL,6,4,2,2,NULL,NULL
WILKEJA01,1980,Jamaal,Wilkes,west,N,1,25,15,NULL,NULL,8,3,NULL,NULL,NULL,NULL,12,6,3,3,NULL,NULL
WILKELE01,1972,Lenny,Wilkens,east,N,1,24,7,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,3,2,1,NULL,NULL
WILKELE01,1962,Lenny,Wilkens,west,N,1,25,4,NULL,NULL,2,3,NULL,NULL,NULL,NULL,7,2,1,0,NULL,NULL
WILKELE01,1970,Lenny,Wilkens,west,N,1,20,21,NULL,NULL,1,1,NULL,NULL,NULL,NULL,11,8,5,5,NULL,NULL
WILKELE01,1969,Lenny,Wilkens,west,N,1,17,12,NULL,NULL,2,4,NULL,NULL,NULL,NULL,7,5,3,2,NULL,NULL
WILKELE01,1967,Len,Wilkens,west,N,1,22,14,NULL,NULL,3,3,NULL,NULL,NULL,NULL,10,4,8,6,NULL,NULL
WILKELE01,1966,Len,Wilkens,west,N,1,16,6,NULL,NULL,2,6,NULL,NULL,NULL,NULL,6,2,3,2,NULL,NULL
WILKELE01,1964,Len,Wilkens,west,N,1,20,8,NULL,NULL,3,3,NULL,NULL,NULL,NULL,6,2,4,4,NULL,NULL
WILKELE01,1963,Len,Wilkens,west,N,1,14,3,NULL,NULL,0,0,NULL,NULL,NULL,NULL,5,1,1,1,NULL,NULL
WILKELE01,1968,Len,Wilkens,west,N,1,24,10,NULL,NULL,7,5,NULL,NULL,NULL,NULL,15,3,5,4,NULL,NULL
WILKIDO01,1993,Dominique,Wilkins,east,N,1,17,11,NULL,NULL,2,4,NULL,NULL,NULL,NULL,9,4,6,3,NULL,NULL
WILKIDO01,1992,Dominique,Wilkins,east,N,1,18,9,NULL,NULL,7,0,NULL,NULL,NULL,NULL,11,2,4,4,NULL,1
WILKIDO01,1991,Dominique,Wilkins,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WILKIDO01,1990,Dominique,Wilkins,east,N,1,22,12,NULL,NULL,3,4,NULL,NULL,NULL,NULL,11,3,8,6,NULL,NULL
WILKIDO01,1989,Dominique,Wilkins,east,N,1,16,13,NULL,NULL,0,4,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
WILKIDO01,1988,Dominique,Wilkins,east,N,1,15,9,NULL,NULL,2,0,NULL,NULL,NULL,NULL,8,3,3,3,NULL,NULL
WILKIDO01,1987,Dominique,Wilkins,east,N,1,30,29,NULL,NULL,5,0,NULL,NULL,NULL,NULL,22,12,6,5,NULL,NULL
WILKIDO01,1986,Dominique,Wilkins,east,N,1,24,10,NULL,NULL,5,1,NULL,NULL,NULL,NULL,9,3,7,4,NULL,NULL
WILKIDO01,1985,Dominique,Wilkins,east,N,1,17,13,NULL,NULL,3,2,NULL,NULL,NULL,NULL,15,6,2,1,NULL,NULL
WILLIBU01,1985,Buck,Williams,east,N,1,20,13,NULL,NULL,7,4,NULL,NULL,NULL,NULL,8,5,5,3,NULL,NULL
WILLIBU01,1982,Buck,Williams,east,N,1,19,8,NULL,NULL,7,1,NULL,NULL,NULL,NULL,4,3,4,2,NULL,NULL
WILLIBU01,1981,Buck,Williams,East,N,1,22,4,9,1,10,1,0,2,3,0,7,2,2,0,0,0
WILLICH01,1968,Charles,Williams,east,A,1,5,2,0,0,0,1,NULL,NULL,3,0,2,0,2,2,0,0
WILLICH01,1969,Charles,Williams,east,A,1,7,2,NULL,NULL,0,1,NULL,NULL,NULL,2,5,1,0,0,2,0
WILLICH02,1972,Chuck,Williams,west,A,1,16,5,0,0,0,2,0,0,1,2,3,2,3,1,0,0
WILLICH02,1975,Chuck,Williams,Denver,A,1,22,7,NULL,NULL,1,4,NULL,NULL,NULL,2,6,2,5,3,0,0
WILLIDE01,2009,Deron,Williams,West,N,1,28,14,3,0,3,6,4,1,5,4,11,6,0,0,4,2
WILLIGU01,1982,Gus,Williams,west,N,1,15,6,NULL,NULL,1,4,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
WILLIGU01,1981,Gus,Williams,West,N,1,26,22,0,2,2,9,1,0,0,1,19,9,4,4,1,0
WILLIJA01,1997,Jayson,Williams,east,N,1,19,4,7,3,10,1,0,0,0,2,3,2,0,0,0,0
WILLIKE01,1991,Kevin,Willis,east,N,1,14,8,NULL,NULL,4,0,NULL,NULL,NULL,NULL,10,4,0,0,NULL,NULL
WILLIMA01,2008,Mo,Williams,East,N,1,17,12,1,1,2,5,0,0,2,0,10,5,0,0,5,2
WINTEBR01,1977,Brian,Winters,west,N,1,14,8,NULL,NULL,4,1,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
WINTEBR01,1975,Brian,Winters,west,N,1,16,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,5,1,0,0,NULL,NULL
WISEWI01,1971,Willie,Wise,west,A,1,33,15,7,2,9,3,NULL,NULL,2,2,8,5,7,5,0,0
WISEWI01,1972,Willie,Wise,west,A,1,37,26,4,2,6,4,0,0,1,3,20,11,4,4,0,0
WISEWI01,1973,Willie,Wise,west,A,1,25,8,1,6,7,0,1,1,1,1,12,4,0,0,0,0
WORTHJA01,1991,James,Worthy,west,N,1,14,9,NULL,NULL,4,1,NULL,NULL,NULL,NULL,7,4,1,1,NULL,NULL
WORTHJA01,1990,James,Worthy,west,N,1,21,9,NULL,NULL,2,0,NULL,NULL,NULL,NULL,11,3,4,3,NULL,NULL
WORTHJA01,1989,James,Worthy,west,N,1,19,2,NULL,NULL,4,0,NULL,NULL,NULL,NULL,11,1,0,0,NULL,NULL
WORTHJA01,1988,James,Worthy,west,N,1,18,8,NULL,NULL,2,2,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
WORTHJA01,1987,James,Worthy,west,N,1,13,4,NULL,NULL,3,1,NULL,NULL,NULL,NULL,8,2,1,0,NULL,NULL
WORTHJA01,1986,James,Worthy,west,N,1,29,22,NULL,NULL,8,3,NULL,NULL,NULL,NULL,14,10,2,2,NULL,NULL
WORTHJA01,1985,James,Worthy,west,N,1,28,20,NULL,NULL,3,2,NULL,NULL,NULL,NULL,19,10,0,0,NULL,NULL
YARDLGE01,1958,George,Yardley,west,N,1,17,6,NULL,NULL,4,0,NULL,NULL,NULL,NULL,8,2,2,2,NULL,NULL
YARDLGE01,1957,George,Yardley,west,N,1,32,19,NULL,NULL,9,1,NULL,NULL,NULL,NULL,15,8,5,3,NULL,NULL
YARDLGE01,1956,George,Yardley,west,N,1,25,9,NULL,NULL,9,0,NULL,NULL,NULL,NULL,10,4,1,1,NULL,NULL
YARDLGE01,1955,George,Yardley,west,N,1,19,8,NULL,NULL,6,1,NULL,NULL,NULL,NULL,7,3,3,2,NULL,NULL
YARDLGE01,1954,George,Yardley,west,N,1,22,11,NULL,NULL,4,2,NULL,NULL,NULL,NULL,11,4,4,3,NULL,NULL
YARDLGE01,1959,George,Yardley,east,N,1,16,11,NULL,NULL,3,0,NULL,NULL,NULL,NULL,9,5,2,1,NULL,NULL
ZASLOMA01,1951,Max,Zaslofsky,east,N,1,25,1,NULL,NULL,4,2,NULL,NULL,NULL,NULL,7,3,5,5,NULL,NULL
