#draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1982,1,14,GSW,Lester,Conner,CONNELE01,Oregon State,N
1982,1,15,PHO,David,Thirdkill,THIRDDA01,Bradley,N
1982,1,16,HOU,Terry,Teagle,TEAGLTE01,Baylor,N
1982,1,17,KCK,Brook,Steppe,STEPPBR01,Georgia Tech,N
1982,1,18,DET,Ricky,Pierce,PIERCRI01,Rice,N
1982,1,19,DEN,Rob,Williams,WILLIRO02,Houston,N
1982,1,20,MIL,Paul,Pressey,PRESSPA01,Tulsa,N
1982,1,21,NJN,Eddie,Phillips,PHILLED01,Alabama,N
1982,1,22,PHI,Mark,McNamara,MCNAMMA01,California,N
1982,1,23,BOS,Darren,Tillis,TILLIDA01,Cleveland State,N
1982,2,1,SAS,Oliver,Robinson,ROBINOL01,Alabama-Birmingham,N
1982,2,2,WA1,Bryan,Warrick,WARRIBR01,St. Joseph's,N
1982,2,3,CHI,Ricky,Frazier,NULL,Missouri,N
1982,2,4,MIL,Fred,Roberts,ROBERFR01,Brigham Young,N
1982,2,5,CLE,David,Magley,MAGLEDA01,Kansas,N
1982,2,6,NYK,Scott,Hastings,HASTISC01,Arkansas,N
1982,2,7,CHI,Wallace,Bryant,BRYANWA01,San Francisco,N
1982,2,8,CHI,Rod,Higgins,HIGGIRO01,Fresno State,N
1982,2,9,SDC,Richard,Anderson,ANDERRI01,UC Santa Barbara,N
1982,2,10,POR,Linton,Townes,TOWNELI01,James Madison,N
1982,2,11,NYK,Vince,Taylor,TAYLOVI01,Duke,N
1982,2,12,GSW,Derek,Smith,SMITHDE01,Louisville,N
1982,2,13,PHI,Mitchell,Anderson,ANDERMI01,Bradley,N
1982,2,14,POR,Audie,Norris,NORRIAU01,Jackson State,N
1982,2,15,GSW,Wayne,Sappleton,SAPPLWA01,Loyola (IL),N
1982,2,16,PHO,Kevin,Magee,NULL,California-Irvine,N
1982,2,17,IND,Guy,Morgan,MORGAGU01,Wake Forest,N
1982,2,18,WA1,Dwight,Anderson,ANDERDW01,USC,N
1982,2,19,HOU,Jeff,Taylor,TAYLOJE01,Texas Tech,N
1982,2,20,IND,Jose,Slaughter,SLAUGJO01,Portland,N
1982,2,21,WA1,Mike,Gibson,GIBSOMI01,S. Carolina-Spartanburg,N
1982,2,22,PHI,Russ,Schoene,SCHOERU01,Tennessee-Chattanooga,N
1982,2,23,BOS,Tony,Guy,NULL,Kansas,N
1982,3,1,CLE,Michael,Wilson,WILSOMI01,Marquette,N
1982,3,2,SDC,Craig,Hodges,HODGECR01,Long Beach State,N
1982,3,3,UTA,Steve,Trumbo,NULL,Brigham Young,N
1982,3,4,DAL,Corny,Thompson,THOMPCO01,Connecticut,N
1982,3,5,KCK,Jim,Johnstone,JOHNSJI01,Wake Forest,N
1982,3,6,NYK,Dan,Caldwell,NULL,Washington,N
1982,3,7,CHI,Tyrone,Adams,NULL,Kansas State,N
1982,3,8,LAL,Willie,Jones,JONESWI03,Vanderbilt,N
1982,3,9,UTA,Jerry,Eaves,EAVESJE01,Louisville,N
1982,3,10,ATL,Joe,Kopicki,KOPICJO01,Detroit,N
1982,3,11,NYK,Craig,Tucker,NULL,Illinois,N
1982,3,12,WA1,Mike,Largey,NULL,Upsala,N
1982,3,13,NJN,Jimmy,Black,NULL,North Carolina,N
1982,3,14,GSW,Chris,Engler,ENGLECH01,Wyoming,N
1982,3,15,PHO,Charles,Pittman,PITTMCH01,Maryland,N
1982,3,16,DEN,Roylin,Bond,NULL,Pepperdine,N
1982,3,17,HOU,Chuck,Nevitt,NEVITCH01,North Carolina State,N
1982,3,18,SAS,Willie,Redden,NULL,South Florida,N
1982,3,19,SEA,John,Greig,GREIGJO01,Oregon,N
1982,3,20,POR,Phillip,Lockett,NULL,Alabama,N
1982,3,21,LAL,Mike,Hackett,NULL,Jacksonville,N
1982,3,22,PHI,Dale,Solomon,NULL,Virginia Tech,N
1982,3,23,BOS,Perry,Moss,MOSSPE01,Northeastern,N
1982,4,1,CLE,Reggie,Hannah,NULL,South Alabama,N
1982,4,2,SDC,Darius,Clemons,NULL,Loyola (IL),N
1982,4,3,UTA,Mark,Eaton,EATONMA01,UCLA,N
1982,4,4,DAL,Rudy,Woods,NULL,Texas A&M,N
1982,4,5,KCK,Mike,Sanders,SANDEMI01,UCLA,N
1982,4,6,NYK,Norm,Anchrum,NULL,Alabama-Birmingham,N
1982,4,7,CHI,Chuck,Aleksinas,ALEKSCH01,Connecticut,N
1982,4,8,IND,Jeff,Jones,NULL,Virginia,N
1982,4,9,DET,Walker,Russell,RUSSEWA01,Western Michigan,N
1982,4,10,POR,Eric,Smith,NULL,Georgetown,N
1982,4,11,NJN,James,Griffin,NULL,Illinois,N
1982,4,12,WA1,Dino,Gregory,NULL,Long Beach State,N
1982,4,13,NJN,Tony,Brown,BROWNTO01,Arkansas,N
1982,4,14,GSW,Ken,Stancell,NULL,Virginia Commonwealth,N
1982,4,15,DEN,Alford,Turner,NULL,SW Louisiana,N
1982,4,16,HOU,Andre,Gaddy,NULL,George Mason,N
1982,4,17,PHO,Rory,White,WHITERO01,South Alabama,N
1982,4,18,SAS,Tony,Grier,NULL,South Florida,N
1982,4,19,SEA,Ken,Owens,NULL,Idaho,N
1982,4,20,MIL,Jerry,Beck,NULL,Middle Tennessee,N
1982,4,21,LAL,Craig,McCormick,NULL,Western Kentucky,N
1982,4,22,PHI,Bruce,Atkins,NULL,Duquesne,N
1982,4,23,BOS,Greg,Stewart,NULL,Tulsa,N
1982,5,1,CLE,Terry,White,NULL,Texas-El Paso,N
1982,5,2,SDC,Gary,Carter,NULL,Tennessee,N
1982,5,3,UTA,Mike,McKay,NULL,Connecticut,N
1982,5,4,DAL,Ken,Arnold,NULL,Iowa,N
1982,5,5,KCK,Ken,Simpson,NULL,Grambling,N
1982,5,6,NYK,Aaron,Howard,NULL,Villanova,N
1982,5,7,CHI,Rubin,Jackson,NULL,Oklahoma City,N
1982,5,8,IND,Rich,DiBenedetto,NULL,Wisconsin-Eau Claire,N
1982,5,9,DET,John,Ebeling,NULL,Florida Southern,N
1982,5,10,ATL,Mark,Hall,NULL,Minnesota,N
1982,5,11,POR,Cherokee,Rhone,NULL,Centenary,N
1982,5,12,WA1,Clarence,Dickerson,NULL,Hawaii,N
1982,5,13,NJN,Chris,Giles,NULL,Alabama-Birmingham,N
1982,5,14,GSW,Albert,Irving,NULL,Alcorn State,N
1982,5,15,HOU,Jeff,Schneider,NULL,Virginia Tech,N
1982,5,16,PHO,Marvin,McCrary,NULL,Missouri,N
1982,5,17,DEN,Bill,Duffy,NULL,Santa Clara,N
1982,5,18,SAS,Clarence,Swannegan,NULL,Texas Tech,N
1982,5,19,SEA,Rod,Camp,NULL,Southern Illinois,N
1982,5,20,WA1,Jerry,Davis,NULL,Detroit,N
1982,5,21,LAL,Howard,McNeill,NULL,Seton Hall,N
1982,5,22,PHI,Donald,Mason,NULL,Fresno State,N
1982,5,23,BOS,William,Brown,NULL,St. Peter's,N
1982,6,1,CLE,Vince,Reynolds,NULL,South Florida,N
1982,6,2,SDC,Eric,Marbury,NULL,Georgia,N
1982,6,3,UTA,Alvin,Jackson,NULL,Southern,N
1982,6,4,DAL,Wayne,Waggoner,NULL,NW Louisiana,N
1982,6,5,KCK,Poncho,Wright,NULL,Louisville,N
1982,6,6,NYK,Mike,Kanieski,NULL,Dayton,N
1982,6,7,CHI,BB,Fontenet,NULL,Nevada-Reno,N
1982,6,8,IND,Jeff,Clark,NULL,St. Joseph's,N
1982,6,9,DET,Gary,Holmes,NULL,Minnesota,N
1982,6,10,POR,Leo,Cunningham,NULL,Utah State,N
1982,6,11,ATL,Jay,Bruchak,NULL,Mt. St. Mary's,N
1982,6,12,WA1,Byron,Williams,NULL,Idaho State,N
1982,6,13,NJN,Mel,Daniel,NULL,Furman,N
1982,6,14,GSW,David,Vann,NULL,St. Mary's (CA),N
1982,6,15,PHO,Jake,Bethany,NULL,Hardin-Simmons,N
1982,6,16,DEN,Chris,Brust,NULL,North Carolina,N
1982,6,17,HOU,Don,Wilson,NULL,NE Louisiana,N
1982,6,18,SAS,Jaime,Pena,NULL,New Mexico State,N
1982,6,19,SEA,Bobby,Potts,NULL,North Carolina-Charlotte,N
1982,6,20,MIL,Tony,Carr,NULL,Wisconsin-Eau Claire,N
1982,6,21,LAL,Lynden,Rose,NULL,Houston,N
1982,6,22,PHI,Kevin,Boyle,NULL,Iowa,N
1982,6,23,BOS,John,Schweitz,NULL,Richmond,N
1982,7,1,CLE,Randy,Reed,NULL,Kansas State,N
1982,7,2,SDC,Ed,Hughes,HUGHEED01,Colorado State,N
1982,7,3,UTA,Thad,Gardner,NULL,Michigan,N
1982,7,4,DAL,Bob,Grady,NULL,Northwestern,N
1982,7,5,KCK,Perry,Range,NULL,Illinois,N
1982,7,6,NYK,Phil,Seymore,NULL,Canisius,N
1982,7,7,CHI,Chuck,Verderber,NULL,Kentucky,N
1982,7,8,IND,Brad,Leaf,NULL,Evansville,N
1982,7,9,DET,Dean,Marquardt,NULL,Marquette,N
1982,7,10,ATL,Horace,Wyatt,NULL,Clemson,N
1982,7,11,POR,Terry,Long,NULL,Lamar,N
1982,7,12,WA1,Wendell,Gibson,NULL,South Carolina,N
1982,7,13,NJN,Tony,Anderson,NULL,UCLA,N
1982,7,14,GSW,Matt,Waldron,NULL,Pacific,N
1982,7,15,DEN,Jeb,Barlow,NULL,North Carolina,N
1982,7,16,HOU,Mike,Helms,NULL,Wake Forest,N
1982,7,17,PHO,Phil,Ward,NULL,North Carolina-Charlotte,N
1982,7,18,SAS,Delonte,Taylor,NULL,North Texas State,N
1982,7,19,SEA,Allen,Rayhorn,NULL,Northern Illinois,N
1982,7,20,MIL,Bobby,Austin,NULL,Cincinnati,N
1982,7,21,LAL,Maurice,Williams,NULL,USC,N
1982,7,22,PHI,Keith,Hilliard,NULL,SW Missouri State,N
1982,7,23,BOS,Phil,Collins,NULL,West Virginia,N
1982,8,1,CLE,Monty,Knight,NULL,Virginia Commonwealth,N
1982,8,2,SDC,Jacques,Tuz,NULL,Colorado,N
1982,8,3,UTA,Rick,Campbell,NULL,Middle Tennessee,N
1982,8,4,DAL,Keith,Peterson,NULL,Arkansas,N
1982,8,5,KCK,Ed,Nealy,NEALYED01,Kansas State,N
1982,8,6,NYK,Dan,Terwilliger,NULL,Siena,N
1982,8,7,CHI,Mike,Burns,BURNSMI01,Nevada-Las Vegas,N
1982,8,8,IND,Donald,Reese,NULL,Bradley,N
1982,8,9,DET,Brian,Nyenhuis,NULL,Marquette,N
1982,8,10,POR,Dave,Porter,NULL,Western Oregon,N
1982,8,11,ATL,James,Ratiff,NULL,Howard,N
1982,8,12,WA1,Ken,Luck,NULL,Delaware,N
1982,8,13,NJN,Otis,Jackson,NULL,Memphis State,N
1982,8,14,GSW,Mark,King,NULL,Florida Southern,N
1982,8,15,HOU,Dan,Callandrillo,NULL,Seton Hall,N
1982,8,16,PHO,Rick,Elrod,NULL,Georgetown (KY),N
1982,8,17,DEN,Donny,Speer,NULL,Alabama-Birmingham,N
1982,8,18,SAS,Chris,Faggi,NULL,Memphis State,N
1982,8,19,SEA,Steve,Burks,NULL,Washington,N
1982,8,20,MIL,Bryan,Leonard,NULL,Illinois,N
1982,8,21,LAL,Micah,Blunt,NULL,Tulane,N
1982,8,22,PHI,Donald,Seals,NULL,Jackson State,N
1982,8,23,BOS,Ed,Spriggs,NULL,Georgetown,N
1982,9,1,CLE,Tony,Hafley,NULL,South Alabama,N
1982,9,2,SDC,John,Hegwood,NULL,San Francisco,N
1982,9,3,UTA,Riley,Clarida,NULL,Long Island,N
1982,9,4,DAL,Ralph,McPherson,NULL,Texas-Arlington,N
1982,9,5,KCK,Jack,Moore,NULL,Nebraska,N
1982,9,6,NYK,Merle,Scott,NULL,South Carolina State,N
1982,9,7,CHI,Skip,Dillard,NULL,DePaul,N
1982,9,8,IND,Mike,Scearce,NULL,Purdue,N
1982,9,9,DET,Kevin,Smith,NULL,Michigan State,N
1982,9,10,ATL,Pierre,Bland,NULL,Elizabeth City,N
1982,9,11,POR,Mark,Dearborn,NULL,St. Joseph's,N
1982,9,12,WA1,James,Terry,NULL,Howard,N
1982,9,13,NJN,Gary,Johnson,NULL,Oral Roberts,N
1982,9,14,GSW,Nick,Morken,NULL,Tennessee,N
1982,9,15,PHO,Ken,Lyles,NULL,Washington,N
1982,9,16,DEN,Dean,Sears,NULL,UCLA,N
1982,9,17,SAS,Harry,OBrien,NULL,St. Mary's (TX),N
1982,9,18,MIL,Robert,Tate,NULL,Idaho State,N
1982,9,19,LAL,Tim,Byrne,NULL,Rutgers,N
1982,9,20,PHI,George,Melton,NULL,Cheyney State,N
1982,9,21,BOS,Panayoti,Giannakis,NULL,Hellenic,N
1982,10,1,CLE,Durand,Walker,NULL,Marion,N
1982,10,2,SDC,Daryl,Stovall,NULL,Creighton,N
1982,10,3,UTA,Michael,Edwards,NULL,New Orleans,N
1982,10,4,DAL,Albert,Culton,NULL,Texas-Arlington,N
1982,10,5,KCK,Robert,Estes,NULL,Iowa State,N
1982,10,6,NYK,John,Leonard,NULL,Manhattan,N
1982,10,7,CHI,Tony,Britto,NULL,Campbell,N
1982,10,8,IND,Craig,Summers,NULL,Wisconsin-Stout,N
1982,10,9,DET,David,Coulthard,NULL,York (Canada),N
1982,10,10,POR,Grant,Taylor,NULL,California-Irvine,N
1982,10,11,ATL,Ronnie,McAdoo,NULL,Old Dominion,N
1982,10,12,WA1,Donald,Sinclair,NULL,North Carolina Central,N
1982,10,13,NJN,Sean,Tuohy,NULL,Mississippi,N
1982,10,14,GSW,Randy,Whieldon,NULL,California-Irvine,N
1982,10,15,DEN,Mike,Phillips,NULL,Niagara,N
1982,10,16,PHO,Dale,Wilkinson,WILKIDA01,Idaho State,N
1982,10,17,SAS,Keith,White,NULL,McMurray,N
1982,10,18,MIL,Bob,Coenen,NULL,Wisconsin-Eau Claire,N
1982,10,20,PHI,Randy,Burkert,NULL,Drexel,N
1982,10,21,BOS,Landon,Turner,NULL,Indiana,N
1983,1,1,HOU,Ralph,Sampson,SAMPSRA01,Virginia,N
1983,1,2,IND,Steve,Stipanovich,STIPAST01,Missouri,N
1983,1,3,HOU,Rodney,McCray,MCCRARO01,Louisville,N
1983,1,4,SDC,Byron,Scott,SCOTTBY01,Arizona State,N
1983,1,5,CHI,Sidney,Green,GREENSI02,Nevada-Las Vegas,N
1983,1,6,GSW,Russell,Cross,CROSSRU01,Purdue,N
1983,1,7,UTA,Thurl,Bailey,BAILETH01,North Carolina State,N
1983,1,8,DET,Antoine,Carr,CARRAN01,Wichita State,N
1983,1,9,DAL,Dale,Ellis,ELLISDA01,Tennessee,N
1983,1,10,WA1,Jeff,Malone,MALONJE01,Mississippi State,N
1983,1,11,DAL,Derek,Harper,HARPEDE01,Illinois,N
1983,1,12,NYK,Darrell,Walker,WALKEDA01,Arkansas,N
1983,1,13,KCK,Ennis,Whatley,WHATLEN01,Alabama,N
1983,1,14,POR,Clyde,Drexler,DREXLCL01,Houston,N
1983,1,15,DEN,Howard,Carter,CARTEHO01,Louisiana State,N
1983,1,16,SEA,Jon,Sundvold,SUNDVJO01,Missouri,N
1983,1,17,PHI,Leo,Rautins,RAUTILE01,Syracuse,N
1983,1,18,MIL,Randy,Breuer,BREUERA01,Minnesota,N
1983,1,19,SAS,John,Paxson,PAXSOJO01,Notre Dame,N
1983,1,20,CLE,Roy,Hinson,HINSORO01,Rutgers,N
1983,1,21,BOS,Greg,Kite,KITEGR01,Brigham Young,N
1983,1,22,WA1,Randy,Wittman,WITTMRA01,Indiana,N
1983,1,23,IND,Mitchell,Wiggins,WIGGIMI01,Florida State,N
1983,1,24,CLE,Stewart,Granger,NULL,Villanova,N
1983,2,1,CHI,Sidney,Lowe,LOWESI01,North Carolina State,N
1983,2,2,IND,Leroy,Combs,COMBSLE01,Oklahoma State,N
1983,2,3,CLE,John,Garris,GARRIJO01,Boston College,N
1983,2,4,PHO,Rod,Foster,FOSTERO01,UCLA,N
1983,2,5,CHI,Larry,Micheaux,MICHELA01,Houston,N
1983,2,6,DAL,Mark,West,WESTMA01,Old Dominion,N
1983,2,7,ATL,Glenn,Rivers,RIVERDO01,Marquette,N
1983,2,8,WA1,Michael,Britt,BRITTMI01,District of Columbia,N
1983,2,9,DAL,Dirk,Minniefield,MINNIDI01,Kentucky,N
1983,2,10,WA1,Guy,Williams,WILLIGU02,Washington State,N
1983,2,11,SAS,Darrell,Lockhart,LOCKHDA01,Auburn,N
1983,2,12,SEA,Scooter,McCray,MCCRASC01,Louisville,N
1983,2,13,DEN,David,Russell,NULL,St. John's,N
1983,2,14,KCK,Chris,McNealy,MCNEACH01,San Jose State,N
1983,2,15,POR,Granville,Waiters,WAITEGR01,Ohio State,N
1983,2,16,IND,James,Thomas,THOMAJI01,Indiana,N
1983,2,17,MIL,Ted,Kitchel,NULL,Indiana,N
1983,2,18,MIL,Mike,Davis,NULL,Alabama,N
1983,2,19,GSW,Pace,Mannion,MANNIPA01,Utah,N
1983,2,20,NJN,Horace,Owens,NULL,Rhode Island,N
1983,2,21,PHO,Paul,Williams,NULL,Arizona State,N
1983,2,22,SAS,Kevin,Williams,WILLIKE02,St. John's,N
1983,2,23,PHI,Ken,Lyons,NULL,North Texas State,N
1983,3,1,HOU,Craig,Ehlo,EHLOCR01,Washington State,N
1983,3,2,IND,Greg,Jones,NULL,West Virginia,N
1983,3,3,CLE,Paul,Thompson,THOMPPA01,Tulane,N
1983,3,4,PHO,Derek,Whittenburg,NULL,North Carolina State,N
1983,3,5,BOS,Winfred,King,NULL,East Tennessee,N
1983,3,6,GSW,Michael,Holton,HOLTOMI01,UCLA,N
1983,3,7,UTA,Robert,Hansen,HANSEBO01,Iowa,N
1983,3,8,DET,Erich,Santifer,NULL,Syracuse,N
1983,3,9,CLE,Larry,Anderson,NULL,Nevada-Las Vegas,N
1983,3,10,WA1,Darren,Daye,DAYEDA01,UCLA,N
1983,3,11,ATL,John,Pinone,PINONJO01,Villanova,N
1983,3,12,NJN,Bruce,Kuczenski,KUCZEBR01,Connecticut,N
1983,3,13,KCK,Steve,Harriel,NULL,Washington State,N
1983,3,14,DEN,David,Little,NULL,Oklahoma,N
1983,3,15,POR,Tom,Piotrowski,PIOTRTO01,La Salle,N
1983,3,16,SEA,Frank,Burnell,NULL,Stetson,N
1983,3,17,PHI,Claude,Riley,NULL,Texas A&M,N
1983,3,18,MIL,Billy,Goodwin,NULL,St. John's,N
1983,3,19,CLE,Les,Craft,NULL,Kansas State,N
1983,3,20,CLE,Derrick,Hord,NULL,Kentucky,N
1983,3,21,BOS,Craig,Robinson,ROBINCR01,Virginia,N
1983,3,22,LAL,Orlando,Phillips,NULL,Pepperdine,N
1983,3,23,PHI,Dan,Ruland,NULL,James Madison,N
1983,4,1,HOU,Darrell,Browder,NULL,Texas Christian,N
1983,4,2,IND,Terry,Fair,NULL,Georgia,N
1983,4,3,CLE,Dwight,Jones,NULL,Cincinnati,N
1983,4,4,PHI,Kalpatrick,Wells,NULL,Mississippi State,N
1983,4,5,CHI,Ron,Crevier,CREVIRO01,Boston College,N
1983,4,6,UTA,Doug,Arnold,NULL,Texas Christian,N
1983,4,7,GSW,Pete,Thibeaux,THIBEPE01,St. Mary's (CA),N
1983,4,8,DET,Steve,Bouchie,NULL,Indiana,N
1983,4,9,DAL,Johnny,Martin,NULL,NW Louisiana,N
1983,4,10,WA1,Dan,Gay,NULL,SW Louisiana,N
1983,4,11,ATL,Harry,Kelley,NULL,Texas Southern,N
1983,4,12,NYK,Mark,Jones,JONESMA02,St. Bonaventure,N
1983,4,13,DEN,York,Gross,NULL,UC Santa Barbara,N
1983,4,14,KCK,Mike,Jackson,NULL,Wyoming,N
1983,4,15,POR,Tim,Dunham,NULL,Chaminade,N
1983,4,16,SEA,Pete,DeBisschop,NULL,Fairfield,N
1983,4,17,NJN,Barney,Mines,NULL,Bradley,N
1983,4,18,MIL,Mark,Nickens,NULL,American,N
1983,4,19,PHO,Sam,Mosley,NULL,Nevada-Reno,N
1983,4,20,SAS,Brant,Weidner,WEIDNBR01,William & Mary,N
1983,4,21,BOS,Carlos,Clark,CLARKCA01,Mississippi,N
1983,4,22,LAL,Terry,Lewis,NULL,Mississippi State,N
1983,4,23,PHI,Craig,Robinson,NULL,Princeton,N
1983,5,1,HOU,Chuck,Barnett,NULL,Oklahoma,N
1983,5,2,IND,Roger,Stieg,NULL,Mississippi,N
1983,5,3,CLE,Chris,Logan,NULL,Holy Cross,N
1983,5,4,SDC,Manute,Bol,BOLMA01,None (Sudan),N
1983,5,5,CHI,Tim,Andree,NULL,Notre Dame,N
1983,5,6,GSW,Greg,Hines,NULL,Hampton Institute,N
1983,5,7,UTA,Mark,Clark,NULL,Oklahoma,N
1983,5,8,DET,Ken,Austin,AUSTIKE01,Rice,N
1983,5,9,DAL,Jim,Lampley,LAMPLJI01,Arkansas-Little Rock,N
1983,5,10,WA1,Robin,Dixon,NULL,New Hampshire,N
1983,5,11,ATL,Charles,Jones,NULL,Oklahoma,N
1983,5,12,NYK,Troy,Mikell,NULL,East Tennessee,N
1983,5,13,KCK,Lorenza,Andrews,NULL,Oklahoma State,N
1983,5,14,DEN,James,Braddock,NULL,North Carolina,N
1983,5,15,POR,Gary,Monroe,NULL,Wright State,N
1983,5,16,SEA,Brad,Watson,NULL,Washington,N
1983,5,17,NJN,Tyren,Naulls,NULL,Texas A&M,N
1983,5,18,MIL,Mark,Petteway,NULL,New Orleans,N
1983,5,19,SAS,Jeff,Pehl,NULL,Richmond,N
1983,5,20,PHO,Rick,Lamb,NULL,Illinois State,N
1983,5,21,BOS,Bob,Reitz,NULL,Stonehill,N
1983,5,22,LAL,Danny,Dixon,NULL,Alabama A&M,N
1983,5,23,PHI,Mike,Milligan,NULL,Tennessee State,N
1983,6,1,HOU,Jim,Stack,NULL,Northwestern,N
1983,6,2,IND,Cliff,Pruitt,NULL,Alabama-Birmingham,N
1983,6,3,CLE,Mel,McLaughlin,NULL,Central Michigan,N
1983,6,4,MIL,Russell,Todd,NULL,West Virginia,N
1983,6,5,CHI,Ernest,Patterson,NULL,New Mexico State,N
1983,6,6,UTA,Fred,Gilliam,NULL,Clemson,N
1983,6,7,GSW,Tom,Heywood,NULL,Weber State,N
1983,6,8,DET,Derek,Perry,NULL,Michigan State,N
1983,6,9,DAL,Billy,Allen,NULL,Nevada-Reno,N
1983,6,10,WA1,Donald,Carroll,NULL,St. Augustine's,N
1983,6,11,ATL,Tom,Bethea,NULL,Richmond,N
1983,6,12,NYK,Tony,Simms,NULL,Boston U,N
1983,6,13,DEN,Glenn,Green,NULL,Murray State,N
1983,6,14,KCK,Alvis,Rogers,NULL,Wake Forest,N
1983,6,15,POR,Derrick,Pope,NULL,Montana,N
1983,6,16,SEA,Tony,Wilson,NULL,Western Kentucky,N
1983,6,17,NJN,Oscar,Taylor,NULL,New Orleans,N
1983,6,18,MIL,Charles,Hurt,NULL,Kentucky,N
1983,6,19,PHO,Edward,Bona,NULL,Fordham,N
1983,6,20,SAS,Ricky,Hooker,NULL,St. Mary's (TX),N
1983,6,21,BOS,Paul,Atkins,NULL,Houston Baptist,N
1983,6,22,LAL,Mark,Steele,NULL,Colorado State,N
1983,6,23,PHI,Sedale,Threatt,THREASE01,West Virginia Tech,N
1983,7,1,HOU,Brian,Kellerman,NULL,Idaho,N
1983,7,2,IND,Tony,Brown,NULL,Indiana,N
1983,7,3,CLE,John,Columbo,NULL,John Carroll,N
1983,7,4,SDC,Dan,Evans,NULL,Oregon State,N
1983,7,5,CHI,Jacque,Hill,NULL,USC,N
1983,7,6,GSW,Peter,Williams,NULL,Utah,N
1983,7,7,UTA,Joe,Kazanowski,NULL,Victoria (Canada),N
1983,7,8,DET,Rob,Gonzalez,NULL,Colorado,N
1983,7,9,DAL,Terrell,Schlundt,NULL,Marquette,N
1983,7,10,WA1,Danny,Womack,NULL,Winston-Salem,N
1983,7,11,ATL,Lex,Drum,NULL,Alabama-Birmingham,N
1983,7,12,NYK,Desi,Barimore,NULL,Fresno State,N
1983,7,13,KCK,Dane,Suttle,SUTTLDA01,Pepperdine,N
1983,7,14,DEN,Maurice,McDaniel,NULL,Catawba,N
1983,7,15,POR,Paul,Little,NULL,Penn,N
1983,7,16,SEA,Tony,Gattis,NULL,Mercer,N
1983,7,17,NJN,Keith,Bennett,NULL,Sacred Heart,N
1983,7,18,MIL,Anthony,Hicks,NULL,Xavier (OH),N
1983,7,19,SAS,Keith,Williams,NULL,Panhandle State,N
1983,7,20,PHO,Fred,Brown,NULL,Virginia Commonwealth,N
1983,7,21,BOS,Roy,Jackson,NULL,Providence,N
1983,7,22,LAL,Ricky,Mixon,NULL,Cal State-Fullerton,N
1983,7,23,PHI,Tony,Bruin,NULL,Syracuse,N
1983,8,1,HOU,Jeff,Bolding,NULL,Arkansas State,N
1983,8,2,IND,Ray,McCallum,NULL,Ball State,N
1983,8,3,CLE,Larry,Tucker,NULL,Lewis (IL),N
1983,8,4,SDC,Mark,Gannon,NULL,Iowa,N
1983,8,5,CHI,Terry,Bradley,NULL,Chicago State,N
1983,8,6,UTA,Michael,McCombs,NULL,Santa Fe,N
1983,8,7,GSW,Doug,Harris,NULL,Central Washington,N
1983,8,8,DET,George,Wenzel,NULL,Augustana,N
1983,8,9,DAL,Bill,Sadler,NULL,Pepperdine,N
1983,8,10,WA1,Bernard,Perry,NULL,Howard,N
1983,8,11,ATL,George,Thomas,NULL,Georgia Tech,N
1983,8,12,NYK,Mike,Lang,NULL,Penn State,N
1983,8,13,DEN,Cliff,Tribus,NULL,Davidson,N
1983,8,14,KCK,Preston,Neumayr,NULL,Cal State-Davis,N
1983,8,15,POR,Frank,Smith,NULL,Arizona,N
1983,8,16,SEA,Ray,Smith,NULL,Armstrong State,N
1983,8,17,NJN,Joe,Myers,NULL,Duquesne,N
1983,8,18,MIL,Brett,Burkholder,NULL,DePaul,N
1983,8,19,PHO,Mike,Mulquin,NULL,Villanova,N
1983,8,20,SAS,Norville,Brown,NULL,Oklahoma Christian,N
1983,8,21,BOS,Trent,Johnson,NULL,Pittsburgh,N
1983,8,22,PHI,Gordon,Austin,NULL,American,N
1983,9,1,HOU,James,Campbell,NULL,Oklahoma City,N
1983,9,2,IND,Lynn,Mitchem,NULL,Butler,N
1983,9,3,CLE,Joe,Brown,NULL,Georgia State,N
1983,9,4,SDC,David,Maxwell,NULL,Fordham,N
1983,9,5,CHI,Ray,Orange,NULL,Oklahoma Christian,N
1983,9,6,GSW,Greg,Goorjiam,NULL,Loyola Marymount,N
1983,9,7,UTA,Ron,Webb,NULL,Oklahoma Christian,N
1983,9,8,DET,Marlow,McLain,NULL,Eastern Michigan,N
1983,9,9,DAL,Sherrod,Arnold,NULL,Chicago State,N
1983,9,10,WA1,Ricky,Moreland,NULL,Maryland-Baltimore,N
1983,9,11,ATL,Wil,Kotchery,NULL,Livingston State,N
1983,9,12,NYK,Charles,Jones,NULL,Marshall,N
1983,9,13,KCK,Bernard,Hill,NULL,Panhandle State,N
1983,9,14,DEN,Bobby,Van Noy,NULL,Catawba,N
1983,9,15,POR,Phil,Hopson,NULL,Idaho,N
1983,9,16,SEA,Tony,Washington,NULL,Hampton Institute,N
1983,9,17,NJN,Kevin,Black,NULL,Rutgers,N
1983,9,18,MIL,Bill,Varner,NULL,Notre Dame,N
1983,9,19,SAS,Gary,Gaspard,NULL,St. Mary's (TX),N
1983,9,20,PHO,Joe,Dykstra,NULL,Western Illinois,N
1983,9,21,BOS,John,Rice,NULL,Massachusetts-Boston,N
1983,9,22,PHI,Charles,Fisher,NULL,James Madison,N
1983,10,2,IND,Mark,Smed,NULL,Augustana (SD),N
